state,state_abbreviated,job_title,total_employment,job_concentration,median_salary,region
Maryland,MD,Art Directors,430.0,0.48,100230.0,South
Maryland,MD,Craft Artists,,,67060.0,South
Maryland,MD,"Fine Artists, Including Painters, Sculptors, and Illustrators",30.0,0.19,72750.0,South
Maryland,MD,Special Effects Artists and Animators,370.0,0.99,81700.0,South
Maryland,MD,"Artists and Related Workers, All Other",550.0,4.21,121890.0,South
Maryland,MD,Commercial and Industrial Designers,390.0,0.72,75240.0,South
Maryland,MD,Floral Designers,500.0,0.7,38930.0,South
Maryland,MD,Graphic Designers,3880.0,1.02,66290.0,South
Maryland,MD,Interior Designers,1090.0,0.88,70810.0,South
Maryland,MD,Merchandise Displayers and Window Trimmers,2300.0,0.67,38380.0,South
Maryland,MD,Set and Exhibit Designers,290.0,1.48,78200.0,South
Maryland,MD,"Designers, All Other",130.0,0.76,65280.0,South
Maryland,MD,Producers and Directors,1980.0,0.77,75900.0,South
Maryland,MD,Coaches and Scouts,3530.0,0.79,59470.0,South
Maryland,MD,"Umpires, Referees, and Other Sports Officials",50.0,0.2,50720.0,South
Maryland,MD,Choreographers,160.0,2.57,64770.0,South
Maryland,MD,Music Directors and Composers,140.0,0.63,57740.0,South
Maryland,MD,Broadcast Announcers and Radio Disc Jockeys,230.0,0.54,72080.0,South
Maryland,MD,"News Analysts, Reporters, and Journalists",730.0,0.98,60710.0,South
Maryland,MD,Public Relations Specialists,4760.0,0.95,72690.0,South
Maryland,MD,Editors,1870.0,1.1,72500.0,South
Maryland,MD,Technical Writers,1770.0,1.78,98350.0,South
Maryland,MD,Writers and Authors,620.0,0.73,107540.0,South
Maryland,MD,Interpreters and Translators,870.0,0.92,78350.0,South
Maryland,MD,Court Reporters and Simultaneous Captioners,110.0,0.47,65030.0,South
Maryland,MD,"Media and Communication Workers, All Other",560.0,1.33,49500.0,South
Maryland,MD,Audio and Video Technicians,1440.0,1.15,59820.0,South
Maryland,MD,Broadcast Technicians,370.0,0.98,58850.0,South
Maryland,MD,Sound Engineering Technicians,220.0,0.96,71310.0,South
Maryland,MD,Lighting Technicians,220.0,1.24,48380.0,South
Maryland,MD,Photographers,870.0,0.96,44890.0,South
Maryland,MD,"Camera Operators, Television, Video, and Film",270.0,0.61,67580.0,South
Maryland,MD,Film and Video Editors,320.0,0.63,80990.0,South
Maryland,MD,"Media and Communication Equipment Workers, All Other",610.0,2.62,113090.0,South
Maryland,MD,Chiropractors,340.0,0.5,78590.0,South
Maryland,MD,"Dentists, General",2190.0,1.09,189330.0,South
Maryland,MD,"Dentists, All Other Specialists",160.0,1.49,199990.0,South
Maryland,MD,Dietitians and Nutritionists,1160.0,0.85,78410.0,South
Maryland,MD,Optometrists,870.0,1.17,157830.0,South
Maryland,MD,Pharmacists,5850.0,1.0,135550.0,South
Maryland,MD,Physician Assistants,2920.0,1.05,134100.0,South
Maryland,MD,Podiatrists,,,194670.0,South
Maryland,MD,Occupational Therapists,2650.0,0.98,101880.0,South
Maryland,MD,Physical Therapists,4420.0,1.0,104330.0,South
Maryland,MD,Radiation Therapists,230.0,0.68,101590.0,South
Maryland,MD,Recreational Therapists,340.0,1.27,58390.0,South
Maryland,MD,Respiratory Therapists,1890.0,0.78,85570.0,South
Maryland,MD,Speech-Language Pathologists,3720.0,1.17,100560.0,South
Maryland,MD,Exercise Physiologists,60.0,0.44,59350.0,South
Maryland,MD,"Therapists, All Other",1540.0,4.48,47520.0,South
Maryland,MD,Registered Nurses,48980.0,0.84,96830.0,South
Maryland,MD,Nurse Anesthetists,710.0,0.79,167740.0,South
Maryland,MD,Nurse Midwives,260.0,1.75,129910.0,South
Maryland,MD,Nurse Practitioners,6640.0,1.21,125530.0,South
Maryland,MD,Audiologists,140.0,0.52,101700.0,South
Maryland,MD,"Pediatricians, General",510.0,0.67,208160.0,South
Maryland,MD,"Physicians, Pathologists",70.0,0.31,190370.0,South
Maryland,MD,Radiologists,470.0,1.0,97120.0,South
Maryland,MD,"Physicians, All Other",9800.0,1.74,209370.0,South
Maryland,MD,"Ophthalmologists, Except Pediatric",,,218490.0,South
Maryland,MD,Acupuncturists,,,78080.0,South
Maryland,MD,Dental Hygienists,3780.0,0.97,105140.0,South
Maryland,MD,"Healthcare Diagnosing or Treating Practitioners, All Other",6190.0,11.25,160560.0,South
Maryland,MD,Clinical Laboratory Technologists and Technicians,7150.0,1.17,60150.0,South
Maryland,MD,Cardiovascular Technologists and Technicians,1000.0,0.92,80780.0,South
Maryland,MD,Diagnostic Medical Sonographers,1800.0,1.17,95120.0,South
Maryland,MD,Nuclear Medicine Technologists,390.0,1.29,96560.0,South
Maryland,MD,Radiologic Technologists and Technicians,3560.0,0.9,79630.0,South
Maryland,MD,Magnetic Resonance Imaging Technologists,750.0,1.01,102760.0,South
Maryland,MD,Medical Dosimetrists,40.0,0.53,142300.0,South
Maryland,MD,Emergency Medical Technicians,2970.0,0.94,47390.0,South
Maryland,MD,Paramedics,1400.0,0.79,67670.0,South
Maryland,MD,Dietetic Technicians,850.0,1.6,34520.0,South
Maryland,MD,Pharmacy Technicians,8590.0,0.99,43100.0,South
Maryland,MD,Psychiatric Technicians,680.0,0.28,39020.0,South
Maryland,MD,Surgical Technologists,2130.0,1.05,66550.0,South
Maryland,MD,Veterinary Technologists and Technicians,3090.0,1.32,46620.0,South
Maryland,MD,Ophthalmic Medical Technicians,1550.0,1.14,47490.0,South
Maryland,MD,Licensed Practical and Licensed Vocational Nurses,9510.0,0.84,69870.0,South
Maryland,MD,Medical Records Specialists,2810.0,0.84,59140.0,South
Maryland,MD,"Opticians, Dispensing",1170.0,0.82,47710.0,South
Maryland,MD,Orthotists and Prosthetists,100.0,0.59,78890.0,South
Maryland,MD,Hearing Aid Specialists,70.0,0.35,74670.0,South
Maryland,MD,"Health Technologists and Technicians, All Other",2050.0,0.66,46550.0,South
Maryland,MD,Health Information Technologists and Medical Registrars,1380.0,2.05,79100.0,South
Maryland,MD,Athletic Trainers,220.0,0.43,60840.0,South
Maryland,MD,Genetic Counselors,40.0,0.68,102960.0,South
Maryland,MD,Surgical Assistants,950.0,2.33,58240.0,South
Maryland,MD,"Healthcare Practitioners and Technical Workers, All Other",2650.0,4.02,74010.0,South
Maryland,MD,Home Health and Personal Care Aides,38520.0,0.54,36970.0,South
Maryland,MD,Nursing Assistants,24230.0,0.98,40000.0,South
Maryland,MD,Orderlies,1500.0,1.59,37020.0,South
Maryland,MD,Psychiatric Aides,310.0,0.49,43050.0,South
Maryland,MD,Occupational Therapy Assistants,640.0,0.75,77330.0,South
Maryland,MD,Physical Therapist Assistants,1740.0,0.91,71770.0,South
Maryland,MD,Physical Therapist Aides,1030.0,1.31,31370.0,South
Maryland,MD,Massage Therapists,1330.0,0.78,58390.0,South
Maryland,MD,Dental Assistants,6520.0,0.98,48280.0,South
Maryland,MD,Medical Assistants,14700.0,1.04,45060.0,South
Maryland,MD,Medical Equipment Preparers,1240.0,0.96,47630.0,South
Maryland,MD,Medical Transcriptionists,240.0,0.31,44760.0,South
Maryland,MD,Pharmacy Aides,730.0,0.99,35590.0,South
Maryland,MD,Veterinary Assistants and Laboratory Animal Caretakers,1690.0,0.83,43520.0,South
Maryland,MD,Phlebotomists,2030.0,0.82,47100.0,South
Maryland,MD,"Healthcare Support Workers, All Other",3290.0,1.78,39230.0,South
Maryland,MD,First-Line Supervisors of Correctional Officers,1660.0,1.75,78280.0,South
Maryland,MD,First-Line Supervisors of Police and Detectives,7550.0,2.77,119290.0,South
Maryland,MD,First-Line Supervisors of Firefighting and Prevention Workers,2460.0,1.47,121950.0,South
Maryland,MD,First-Line Supervisors of Security Workers,1430.0,1.14,63490.0,South
Maryland,MD,"First-Line Supervisors of Protective Service Workers, All Other",530.0,1.45,51990.0,South
Maryland,MD,Firefighters,5250.0,0.89,70580.0,South
Maryland,MD,Fire Inspectors and Investigators,270.0,1.07,90610.0,South
Maryland,MD,Bailiffs,440.0,1.47,55950.0,South
Maryland,MD,Correctional Officers and Jailers,5950.0,0.91,62380.0,South
Maryland,MD,Detectives and Criminal Investigators,960.0,0.49,125630.0,South
Maryland,MD,Fish and Game Wardens,30.0,0.3,87180.0,South
Maryland,MD,Parking Enforcement Workers,280.0,2.03,47020.0,South
Maryland,MD,Police and Sheriff's Patrol Officers,9420.0,0.79,77440.0,South
Maryland,MD,Transit and Railroad Police,230.0,4.38,86650.0,South
Maryland,MD,Animal Control Workers,160.0,0.77,52710.0,South
Maryland,MD,Private Detectives and Investigators,560.0,0.81,74360.0,South
Maryland,MD,Gambling Surveillance Officers and Gambling Investigators,120.0,0.67,49410.0,South
Maryland,MD,Security Guards,27220.0,1.23,38590.0,South
Maryland,MD,Crossing Guards and Flaggers,2860.0,1.78,36270.0,South
Maryland,MD,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2250.0,0.88,33860.0,South
Maryland,MD,Transportation Security Screeners,670.0,0.81,68390.0,South
Maryland,MD,School Bus Monitors,2290.0,1.79,36900.0,South
Maryland,MD,"Protective Service Workers, All Other",1270.0,0.86,55870.0,South
Maryland,MD,Chefs and Head Cooks,3310.0,1.02,61990.0,South
Maryland,MD,First-Line Supervisors of Food Preparation and Serving Workers,18710.0,0.88,42920.0,South
Maryland,MD,"Cooks, Fast Food",9550.0,0.8,31770.0,South
Maryland,MD,"Cooks, Institution and Cafeteria",3730.0,0.47,38900.0,South
Maryland,MD,"Cooks, Restaurant",19260.0,0.74,37470.0,South
Maryland,MD,"Cooks, Short Order",2670.0,1.0,35280.0,South
Maryland,MD,"Cooks, All Other",750.0,1.78,33280.0,South
Maryland,MD,Food Preparation Workers,12160.0,0.77,34310.0,South
Maryland,MD,Bartenders,13770.0,1.04,35750.0,South
Maryland,MD,Fast Food and Counter Workers,48270.0,0.72,31200.0,South
Maryland,MD,Waiters and Waitresses,37680.0,0.92,35140.0,South
Maryland,MD,"Food Servers, Nonrestaurant",6680.0,1.38,35020.0,South
Maryland,MD,Dining Room and Cafeteria Attendants and Bartender Helpers,13080.0,1.41,35590.0,South
Maryland,MD,Dishwashers,8980.0,1.07,31520.0,South
Maryland,MD,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",6450.0,0.85,32230.0,South
Maryland,MD,"Food Preparation and Serving Related Workers, All Other",4330.0,2.72,36480.0,South
Maryland,MD,First-Line Supervisors of Housekeeping and Janitorial Workers,4550.0,1.46,47310.0,South
Maryland,MD,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4010.0,1.82,47320.0,South
Maryland,MD,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",42730.0,1.09,36090.0,South
Maryland,MD,Maids and Housekeeping Cleaners,13780.0,0.9,34100.0,South
Maryland,MD,"Building Cleaning Workers, All Other",390.0,1.35,38250.0,South
Maryland,MD,Pest Control Workers,1520.0,0.89,43790.0,South
Maryland,MD,Landscaping and Groundskeeping Workers,16880.0,1.0,38060.0,South
Maryland,MD,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",100.0,0.22,45250.0,South
Maryland,MD,Tree Trimmers and Pruners,720.0,0.85,45710.0,South
Maryland,MD,"Grounds Maintenance Workers, All Other",230.0,0.96,41120.0,South
Maryland,MD,First-Line Supervisors of Gambling Services Workers,690.0,1.52,71000.0,South
Maryland,MD,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",1500.0,0.9,44630.0,South
Maryland,MD,First-Line Supervisors of Personal Service Workers,4360.0,2.29,49660.0,South
Maryland,MD,Animal Trainers,600.0,1.68,46390.0,South
Maryland,MD,Animal Caretakers,6380.0,1.29,35990.0,South
Maryland,MD,Gambling Dealers,2180.0,1.47,33240.0,South
Maryland,MD,Gambling and Sports Book Writers and Runners,,,33610.0,South
Maryland,MD,"Gambling Service Workers, All Other",150.0,0.58,32140.0,South
Maryland,MD,"Ushers, Lobby Attendants, and Ticket Takers",2300.0,1.09,32050.0,South
Maryland,MD,Amusement and Recreation Attendants,9030.0,1.36,34640.0,South
Maryland,MD,"Locker Room, Coatroom, and Dressing Room Attendants",220.0,0.82,34940.0,South
Maryland,MD,"Entertainment Attendants and Related Workers, All Other",100.0,0.72,31200.0,South
Maryland,MD,Crematory Operators,30.0,0.65,69010.0,South
Maryland,MD,Funeral Attendants,630.0,1.15,35690.0,South
Maryland,MD,"Morticians, Undertakers, and Funeral Arrangers",400.0,0.87,46080.0,South
Maryland,MD,Barbers,,,46530.0,South
Maryland,MD,"Hairdressers, Hairstylists, and Cosmetologists",5900.0,1.12,36440.0,South
Maryland,MD,Manicurists and Pedicurists,2100.0,0.8,36380.0,South
Maryland,MD,Shampooers,420.0,2.67,31200.0,South
Maryland,MD,Skincare Specialists,960.0,0.77,46420.0,South
Maryland,MD,Baggage Porters and Bellhops,410.0,0.74,33920.0,South
Maryland,MD,Concierges,1350.0,1.72,37610.0,South
Maryland,MD,Tour and Travel Guides,410.0,0.47,35610.0,South
Maryland,MD,Childcare Workers,8910.0,0.96,35150.0,South
Maryland,MD,Exercise Trainers and Group Fitness Instructors,7170.0,1.33,45260.0,South
Maryland,MD,Recreation Workers,4000.0,0.73,34200.0,South
Maryland,MD,Residential Advisors,2650.0,1.8,38240.0,South
Maryland,MD,"Personal Care and Service Workers, All Other",2520.0,2.27,35700.0,South
Maryland,MD,First-Line Supervisors of Retail Sales Workers,22150.0,1.12,46060.0,South
Maryland,MD,First-Line Supervisors of Non-Retail Sales Workers,3140.0,0.81,83580.0,South
Maryland,MD,Cashiers,53870.0,0.96,32870.0,South
Maryland,MD,Gambling Change Persons and Booth Cashiers,220.0,0.55,40000.0,South
Maryland,MD,Counter and Rental Clerks,3920.0,0.55,37500.0,South
Maryland,MD,Parts Salespersons,4890.0,1.04,38230.0,South
Maryland,MD,Retail Salespersons,72010.0,1.06,34310.0,South
Maryland,MD,Insurance Sales Agents,4780.0,0.57,60120.0,South
Maryland,MD,"Securities, Commodities, and Financial Services Sales Agents",7930.0,0.94,64130.0,South
Maryland,MD,Travel Agents,520.0,0.5,44660.0,South
Maryland,MD,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",20750.0,0.98,60000.0,South
Maryland,MD,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4830.0,0.92,76920.0,South
Maryland,MD,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",8610.0,0.38,75280.0,South
Maryland,MD,Demonstrators and Product Promoters,350.0,0.3,43810.0,South
Maryland,MD,Models,30.0,0.35,45760.0,South
Maryland,MD,Real Estate Brokers,,,82500.0,South
Maryland,MD,Real Estate Sales Agents,2530.0,0.75,49770.0,South
Maryland,MD,Sales Engineers,470.0,0.46,123980.0,South
Maryland,MD,Telemarketers,1060.0,0.9,34100.0,South
Maryland,MD,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,,37850.0,South
Maryland,MD,"Sales and Related Workers, All Other",770.0,0.43,47670.0,South
Maryland,MD,First-Line Supervisors of Office and Administrative Support Workers,28570.0,1.07,69720.0,South
Maryland,MD,"Switchboard Operators, Including Answering Service",530.0,0.83,39750.0,South
Maryland,MD,Telephone Operators,110.0,1.59,41220.0,South
Maryland,MD,Bill and Account Collectors,2910.0,0.99,50050.0,South
Maryland,MD,Billing and Posting Clerks,5750.0,0.77,49620.0,South
Maryland,MD,"Bookkeeping, Accounting, and Auditing Clerks",18380.0,0.71,54080.0,South
Maryland,MD,Gambling Cage Workers,150.0,0.62,41530.0,South
Maryland,MD,Payroll and Timekeeping Clerks,2030.0,0.73,57590.0,South
Maryland,MD,Procurement Clerks,1110.0,1.04,54790.0,South
Maryland,MD,Tellers,3950.0,0.65,43310.0,South
Maryland,MD,"Financial Clerks, All Other",890.0,1.34,59160.0,South
Maryland,MD,Brokerage Clerks,670.0,0.93,64020.0,South
Maryland,MD,Correspondence Clerks,50.0,0.48,44380.0,South
Maryland,MD,"Court, Municipal, and License Clerks",2000.0,0.66,56440.0,South
Maryland,MD,"Credit Authorizers, Checkers, and Clerks",,,46280.0,South
Maryland,MD,Customer Service Representatives,40680.0,0.84,40310.0,South
Maryland,MD,"Eligibility Interviewers, Government Programs",3060.0,1.1,55910.0,South
Maryland,MD,File Clerks,850.0,0.6,44610.0,South
Maryland,MD,"Hotel, Motel, and Resort Desk Clerks",4170.0,0.9,34810.0,South
Maryland,MD,"Interviewers, Except Eligibility and Loan",3160.0,1.13,45090.0,South
Maryland,MD,"Library Assistants, Clerical",1070.0,0.75,39910.0,South
Maryland,MD,Loan Interviewers and Clerks,1690.0,0.55,58260.0,South
Maryland,MD,New Accounts Clerks,150.0,0.22,49200.0,South
Maryland,MD,Order Clerks,1230.0,0.83,44490.0,South
Maryland,MD,"Human Resources Assistants, Except Payroll and Timekeeping",1970.0,1.2,52310.0,South
Maryland,MD,Receptionists and Information Clerks,16880.0,0.98,38000.0,South
Maryland,MD,Reservation and Transportation Ticket Agents and Travel Clerks,770.0,0.34,39420.0,South
Maryland,MD,"Information and Record Clerks, All Other",2700.0,1.05,60470.0,South
Maryland,MD,Cargo and Freight Agents,840.0,0.48,47460.0,South
Maryland,MD,Couriers and Messengers,1110.0,0.87,38010.0,South
Maryland,MD,Public Safety Telecommunicators,1540.0,0.85,56760.0,South
Maryland,MD,"Dispatchers, Except Police, Fire, and Ambulance",3640.0,0.97,50550.0,South
Maryland,MD,"Meter Readers, Utilities",280.0,0.8,57000.0,South
Maryland,MD,Postal Service Clerks,1360.0,0.98,61630.0,South
Maryland,MD,Postal Service Mail Carriers,6630.0,1.11,58390.0,South
Maryland,MD,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2780.0,1.39,56450.0,South
Maryland,MD,"Production, Planning, and Expediting Clerks",5480.0,0.8,55850.0,South
Maryland,MD,"Shipping, Receiving, and Inventory Clerks",14280.0,0.93,45740.0,South
Maryland,MD,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",540.0,0.61,44780.0,South
Maryland,MD,Executive Secretaries and Executive Administrative Assistants,15940.0,1.89,75760.0,South
Maryland,MD,Legal Secretaries and Administrative Assistants,1410.0,0.51,63110.0,South
Maryland,MD,Medical Secretaries and Administrative Assistants,14550.0,0.98,46690.0,South
Maryland,MD,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",55250.0,1.78,46800.0,South
Maryland,MD,Data Entry Keyers,2520.0,1.05,36940.0,South
Maryland,MD,Word Processors and Typists,230.0,0.36,44880.0,South
Maryland,MD,Desktop Publishers,90.0,1.3,56590.0,South
Maryland,MD,Insurance Claims and Policy Processing Clerks,1520.0,0.37,53180.0,South
Maryland,MD,"Mail Clerks and Mail Machine Operators, Except Postal Service",1630.0,1.46,39460.0,South
Maryland,MD,"Office Clerks, General",29270.0,0.65,46370.0,South
Maryland,MD,"Office Machine Operators, Except Computer",290.0,0.66,46870.0,South
Maryland,MD,Proofreaders and Copy Markers,60.0,0.65,54680.0,South
Maryland,MD,Statistical Assistants,110.0,1.03,58850.0,South
Maryland,MD,"Office and Administrative Support Workers, All Other",10200.0,2.92,48770.0,South
Maryland,MD,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",450.0,0.85,76670.0,South
Maryland,MD,Agricultural Inspectors,200.0,0.93,57200.0,South
Maryland,MD,"Graders and Sorters, Agricultural Products",320.0,0.66,35650.0,South
Maryland,MD,Agricultural Equipment Operators,330.0,0.6,41440.0,South
Maryland,MD,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1630.0,0.35,38170.0,South
Maryland,MD,"Farmworkers, Farm, Ranch, and Aquacultural Animals",410.0,0.64,35390.0,South
Maryland,MD,"Agricultural Workers, All Other",240.0,2.71,43580.0,South
Maryland,MD,Fallers,,,58570.0,South
Maryland,MD,Logging Equipment Operators,80.0,0.2,51920.0,South
Maryland,MD,First-Line Supervisors of Construction Trades and Extraction Workers,15850.0,1.1,76800.0,South
Maryland,MD,Boilermakers,80.0,0.43,61030.0,South
Maryland,MD,Brickmasons and Blockmasons,1420.0,1.49,58420.0,South
Maryland,MD,Stonemasons,1230.0,7.89,47890.0,South
Maryland,MD,Carpenters,10460.0,0.84,60130.0,South
Maryland,MD,Carpet Installers,280.0,1.05,48940.0,South
Maryland,MD,"Floor Layers, Except Carpet, Wood, and Hard Tiles",460.0,1.05,48830.0,South
Maryland,MD,Floor Sanders and Finishers,,,48580.0,South
Maryland,MD,Tile and Stone Setters,260.0,0.38,47980.0,South
Maryland,MD,Cement Masons and Concrete Finishers,2650.0,0.73,49390.0,South
Maryland,MD,Construction Laborers,20280.0,1.08,46320.0,South
Maryland,MD,"Paving, Surfacing, and Tamping Equipment Operators",760.0,0.94,58720.0,South
Maryland,MD,Pile Driver Operators,,,77990.0,South
Maryland,MD,Operating Engineers and Other Construction Equipment Operators,6470.0,0.77,60620.0,South
Maryland,MD,Drywall and Ceiling Tile Installers,1740.0,1.18,51540.0,South
Maryland,MD,Electricians,14750.0,1.12,65650.0,South
Maryland,MD,Glaziers,1350.0,1.33,58520.0,South
Maryland,MD,"Insulation Workers, Floor, Ceiling, and Wall",890.0,1.29,58870.0,South
Maryland,MD,"Insulation Workers, Mechanical",210.0,0.47,58240.0,South
Maryland,MD,"Painters, Construction and Maintenance",3440.0,0.86,49060.0,South
Maryland,MD,Pipelayers,620.0,1.04,58260.0,South
Maryland,MD,"Plumbers, Pipefitters, and Steamfitters",11490.0,1.42,63270.0,South
Maryland,MD,Plasterers and Stucco Masons,,,54510.0,South
Maryland,MD,Reinforcing Iron and Rebar Workers,,,60550.0,South
Maryland,MD,Roofers,2520.0,1.04,52010.0,South
Maryland,MD,Sheet Metal Workers,2230.0,1.07,61630.0,South
Maryland,MD,Structural Iron and Steel Workers,890.0,0.77,67700.0,South
Maryland,MD,Solar Photovoltaic Installers,490.0,0.97,58420.0,South
Maryland,MD,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",430.0,1.54,36710.0,South
Maryland,MD,Helpers--Carpenters,350.0,0.8,38980.0,South
Maryland,MD,Helpers--Electricians,1320.0,1.15,45460.0,South
Maryland,MD,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",230.0,1.8,39790.0,South
Maryland,MD,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",880.0,1.13,38130.0,South
Maryland,MD,"Helpers, Construction Trades, All Other",1260.0,2.76,41730.0,South
Maryland,MD,Construction and Building Inspectors,3170.0,1.3,71990.0,South
Maryland,MD,Elevator and Escalator Installers and Repairers,1200.0,2.87,119200.0,South
Maryland,MD,Hazardous Materials Removal Workers,830.0,0.92,47050.0,South
Maryland,MD,Highway Maintenance Workers,700.0,0.26,54300.0,South
Maryland,MD,Rail-Track Laying and Maintenance Equipment Operators,290.0,1.0,90410.0,South
Maryland,MD,Septic Tank Servicers and Sewer Pipe Cleaners,140.0,0.28,59800.0,South
Maryland,MD,Miscellaneous Construction and Related Workers,960.0,1.61,54340.0,South
Maryland,MD,"Excavating and Loading Machine and Dragline Operators, Surface Mining",730.0,1.2,65060.0,South
Maryland,MD,"Earth Drillers, Except Oil and Gas",180.0,0.58,59780.0,South
Maryland,MD,"Explosives Workers, Ordnance Handling Experts, and Blasters",770.0,7.6,93550.0,South
Maryland,MD,"Rock Splitters, Quarry",40.0,0.64,38770.0,South
Maryland,MD,Helpers--Extraction Workers,160.0,1.37,49930.0,South
Maryland,MD,"Extraction Workers, All Other",50.0,0.47,46980.0,South
Maryland,MD,"First-Line Supervisors of Mechanics, Installers, and Repairers",9760.0,0.91,81200.0,South
Maryland,MD,"Computer, Automated Teller, and Office Machine Repairers",880.0,0.68,49610.0,South
Maryland,MD,"Radio, Cellular, and Tower Equipment Installers and Repairers",260.0,1.27,98360.0,South
Maryland,MD,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2210.0,0.81,61860.0,South
Maryland,MD,Avionics Technicians,220.0,0.58,99180.0,South
Maryland,MD,"Electric Motor, Power Tool, and Related Repairers",70.0,0.23,47320.0,South
Maryland,MD,"Electrical and Electronics Installers and Repairers, Transportation Equipment",480.0,3.65,79220.0,South
Maryland,MD,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",670.0,0.62,77920.0,South
Maryland,MD,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",130.0,0.31,97440.0,South
Maryland,MD,Audiovisual Equipment Installers and Repairers,230.0,0.59,63510.0,South
Maryland,MD,Security and Fire Alarm Systems Installers,2210.0,1.52,65310.0,South
Maryland,MD,Aircraft Mechanics and Service Technicians,1630.0,0.67,97660.0,South
Maryland,MD,Automotive Body and Related Repairers,2380.0,0.86,59140.0,South
Maryland,MD,Automotive Glass Installers and Repairers,320.0,0.95,46370.0,South
Maryland,MD,Automotive Service Technicians and Mechanics,14310.0,1.17,57560.0,South
Maryland,MD,Bus and Truck Mechanics and Diesel Engine Specialists,3210.0,0.63,71620.0,South
Maryland,MD,Farm Equipment Mechanics and Service Technicians,170.0,0.26,51120.0,South
Maryland,MD,"Mobile Heavy Equipment Mechanics, Except Engines",1880.0,0.59,68520.0,South
Maryland,MD,Rail Car Repairers,490.0,1.49,84840.0,South
Maryland,MD,Motorboat Mechanics and Service Technicians,560.0,1.29,61190.0,South
Maryland,MD,Motorcycle Mechanics,50.0,0.2,51690.0,South
Maryland,MD,Outdoor Power Equipment and Other Small Engine Mechanics,280.0,0.46,48580.0,South
Maryland,MD,Bicycle Repairers,160.0,0.73,45280.0,South
Maryland,MD,Tire Repairers and Changers,660.0,0.35,40260.0,South
Maryland,MD,Mechanical Door Repairers,400.0,0.81,60070.0,South
Maryland,MD,"Control and Valve Installers and Repairers, Except Mechanical Door",920.0,1.1,59890.0,South
Maryland,MD,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",6380.0,0.9,65000.0,South
Maryland,MD,Home Appliance Repairers,390.0,0.69,49470.0,South
Maryland,MD,Industrial Machinery Mechanics,3070.0,0.41,64080.0,South
Maryland,MD,"Maintenance Workers, Machinery",1560.0,1.55,59130.0,South
Maryland,MD,Millwrights,150.0,0.21,71760.0,South
Maryland,MD,Electrical Power-Line Installers and Repairers,1660.0,0.76,93170.0,South
Maryland,MD,Telecommunications Line Installers and Repairers,2850.0,1.63,87900.0,South
Maryland,MD,Medical Equipment Repairers,1330.0,1.23,72610.0,South
Maryland,MD,Musical Instrument Repairers and Tuners,110.0,1.07,59550.0,South
Maryland,MD,Watch and Clock Repairers,50.0,2.17,51110.0,South
Maryland,MD,"Precision Instrument and Equipment Repairers, All Other",280.0,1.62,67050.0,South
Maryland,MD,"Maintenance and Repair Workers, General",22290.0,0.82,49790.0,South
Maryland,MD,"Coin, Vending, and Amusement Machine Servicers and Repairers",310.0,0.63,47770.0,South
Maryland,MD,Locksmiths and Safe Repairers,330.0,1.19,59310.0,South
Maryland,MD,Riggers,380.0,0.89,91730.0,South
Maryland,MD,"Helpers--Installation, Maintenance, and Repair Workers",2580.0,1.48,39180.0,South
Maryland,MD,"Installation, Maintenance, and Repair Workers, All Other",4550.0,1.39,48040.0,South
Maryland,MD,First-Line Supervisors of Production and Operating Workers,6440.0,0.53,73830.0,South
Maryland,MD,"Coil Winders, Tapers, and Finishers",,,54650.0,South
Maryland,MD,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",1250.0,0.27,50980.0,South
Maryland,MD,Structural Metal Fabricators and Fitters,630.0,0.66,50800.0,South
Maryland,MD,Miscellaneous Assemblers and Fabricators,6760.0,0.26,43360.0,South
Maryland,MD,Bakers,2620.0,0.63,36220.0,South
Maryland,MD,Butchers and Meat Cutters,1240.0,0.5,41040.0,South
Maryland,MD,"Meat, Poultry, and Fish Cutters and Trimmers",860.0,0.34,31200.0,South
Maryland,MD,Slaughterers and Meat Packers,,,37820.0,South
